params,fold_scores,mean_test_f1_score,std_test_f1_score,mean_test_specificity,std_test_specificity,mean_test_precision,std_test_precision,mean_test_recall,std_test_recall,mean_test_roc_auc,std_test_roc_auc,mean_test_pr_auc,std_test_pr_auc,mean_fit_time,std_fit_time,mean_score_time,std_score_time
"{'n_neighbors': 10.807796478271484, 'contamination': 0.0020444269757717848}","{'f1_score': [0.10498445953723955, 0.2981246218995765, 0.9967170059093894], 'precision': [0.05540031587899405, 0.17517417887103653, 0.9936412941836544], 'recall': [1.0, 1.0, 0.9998118178396688], 'roc_auc': [0.8133847491575428, 0.566155727306113, 0.9988593067678553], 'pr_auc': [0.5273111831690752, 0.1635289397474053, 0.999106544144492], 'specificity': [0.0003857032656209823, 0.1715224221650957, 0.9883561643835617], 'fit_time': [0.13810515403747559, 0.865466833114624, 2.058265447616577], 'score_time': [0.4951624870300293, 1.2898023128509521, 1.4603705406188965]}",0.4666086957820685,0.38304646883363064,0.3867547632714261,0.43109560308898454,0.4080719296445617,0.41693728951250114,0.9999372726132228,8.870992111236433e-05,0.7927999277438369,0.17724916186774425,0.5633155556869908,0.34207184369446936,1.0206124782562256,0.7915413304282761,1.0817784468332927,0.42060440107294983
"{'n_neighbors': 14.016701698303223, 'contamination': 0.004161483608186245}","{'f1_score': [0.10497237569060773, 0.2981246218995765, 0.9876405538518725], 'precision': [0.05539358600583091, 0.17517417887103653, 0.9755828896640353], 'recall': [1.0, 1.0, 1.0], 'roc_auc': [0.8161709477473575, 0.5660814210782077, 0.9991497646434078], 'pr_auc': [0.5720603490148621, 0.16349288484745247, 0.9993654540619498], 'specificity': [0.00025713551041398817, 0.1715224221650957, 0.9544520547945206], 'fit_time': [0.13044309616088867, 0.893754243850708, 2.4954144954681396], 'score_time': [0.3790769577026367, 1.2128136157989502, 2.0269622802734375]}",0.4635791838140189,0.37886425645460986,0.3754105374900101,0.41537112616306543,0.4020502181803009,0.4084863453868333,1.0,0.0,0.7938007111563244,0.17750562087519114,0.5783062293080882,0.341272126273437,1.173203945159912,0.9855088470959817,1.2062842845916748,0.672762208218515
"{'n_neighbors': 5.656539440155029, 'contamination': 0.004219841677695513}","{'f1_score': [0.1049482163406214, 0.2980885555286717, 0.9704163623082542], 'precision': [0.05538013116346854, 0.17514927495024168, 0.9425328130542746], 'recall': [1.0, 1.0, 1.0], 'roc_auc': [0.8576467364090349, 0.5658756589026512, 0.9981035491671006], 'pr_auc': [0.5574050091656162, 0.16377408496508425, 0.9984259431087688], 'specificity': [0.0, 0.1713796058269066, 0.8890410958904109], 'fit_time': [0.34802961349487305, 1.0429184436798096, 1.6137869358062744], 'score_time': [0.6070799827575684, 1.1017942428588867, 1.967048168182373]}",0.45781771139251576,0.370939195687465,0.35347356723910583,0.38511225690924317,0.39102073972266166,0.39303124322268584,1.0,0.0,0.8072086481595956,0.1800245128499781,0.5732016790798231,0.34092822525272587,1.0015783309936523,0.5175694178458321,1.2253074645996094,0.5620320295146227
"{'n_neighbors': 7.911989688873291, 'contamination': 0.0033131150994449854}","{'f1_score': [0.1049482163406214, 0.2981246218995765, 0.9889271424583604], 'precision': [0.05538013116346854, 0.17517417887103653, 0.9780968157555678], 'recall': [1.0, 1.0, 1.0], 'roc_auc': [0.8467962945419605, 0.565762750531388, 0.9986216301215193], 'pr_auc': [0.5633235102150336, 0.16389632917873434, 0.9988880423462622], 'specificity': [0.0, 0.1715224221650957, 0.9592465753424657], 'fit_time': [0.12983059883117676, 0.7583637237548828, 1.414268970489502], 'score_time': [0.49216413497924805, 1.0345439910888672, 1.693859577178955]}",0.4639999935661861,0.3794651188618173,0.37692299916918715,0.41767654618677713,0.402883708596691,0.409666728330943,1.0,0.0,0.8037268917316226,0.17931895698974548,0.5753692939133433,0.34099033802860224,0.7674877643585205,0.5244094575391607,1.0735225677490234,0.4913637356241139
"{'n_neighbors': 14.139211654663086, 'contamination': 0.0010450370609760284}","{'f1_score': [0.10810160105934753, 0.2981246218995765, 0.9181161631573593], 'precision': [0.05719016685772513, 0.17517417887103653, 0.9991144564976755], 'recall': [0.9846491228070176, 1.0, 0.8492660895747083], 'roc_auc': [0.8161709477473575, 0.5660814210782077, 0.9991497646434078], 'pr_auc': [0.5720603490148621, 0.16349288484745247, 0.9993654540619498], 'specificity': [0.048341475957829776, 0.1715224221650957, 0.9986301369863013], 'fit_time': [0.15356802940368652, 0.675947904586792, 3.103621006011963], 'score_time': [0.49579405784606934, 1.1484251022338867, 2.207637310028076]}",0.4414474620387611,0.3458679662162814,0.4061646783697423,0.4219438162579046,0.41049293407547904,0.4189960455395393,0.9446384041272419,0.067728975310813,0.7938007111563244,0.17750562087519114,0.5783062293080882,0.341272126273437,1.3110456466674805,1.285357277879275,1.2839521567026775,0.7053970592888364
"{'n_neighbors': 7.734568119049072, 'contamination': 0.0035003803204745054}","{'f1_score': [0.1049482163406214, 0.2981246218995765, 0.987732342007435], 'precision': [0.05538013116346854, 0.17517417887103653, 0.9757620271759089], 'recall': [1.0, 1.0, 1.0], 'roc_auc': [0.8467962945419605, 0.565762750531388, 0.9986216301215193], 'pr_auc': [0.5633235102150336, 0.16389632917873434, 0.9988880423462622], 'specificity': [0.0, 0.1715224221650957, 0.9547945205479452], 'fit_time': [0.13812804222106934, 0.6962728500366211, 2.4676620960235596], 'score_time': [0.5599510669708252, 1.096181869506836, 1.6923184394836426]}",0.46360172674921096,0.37891420075824805,0.37543898090434696,0.41560768064216447,0.4021054457368047,0.40857399047405557,1.0,0.0,0.8037268917316226,0.17931895698974548,0.5753692939133433,0.34099033802860224,1.1006876627604167,0.993091379655529,1.1161504586537678,0.4625026306211924
"{'n_neighbors': 19.967159271240234, 'contamination': 0.00324485101737082}","{'f1_score': [0.10544692737430168, 0.2981246218995765, 0.99113888629792], 'precision': [0.055678466076696166, 0.17517417887103653, 0.9826151285370816], 'recall': [0.993421052631579, 1.0, 0.9998118178396688], 'roc_auc': [0.8347097977651766, 0.5649898962077625, 0.9992687963044117], 'pr_auc': [0.6537772909811499, 0.16294073610171786, 0.9994695044210958], 'specificity': [0.012213936744664438, 0.1715224221650957, 0.9678082191780822], 'fit_time': [0.1847248077392578, 1.1457240581512451, 2.3760199546813965], 'score_time': [0.5557451248168945, 1.3013484477996826, 1.6137220859527588]}",0.4649034785239327,0.3803278864244945,0.38384819269594744,0.4180125857582916,0.40448925782827144,0.41169725780899713,0.9977442901570827,0.003057955761377047,0.7996561634257836,0.1790178924532196,0.6053958438346546,0.34322069515835407,1.2354896068572998,0.8968414930759008,1.1569385528564453,0.44382389592548016
"{'n_neighbors': 18.901973724365234, 'contamination': 0.0015193324070423841}","{'f1_score': [0.10624483532050526, 0.2981246218995765, 0.9742600983322086], 'precision': [0.056144728633811605, 0.17517417887103653, 0.9988139948606444], 'recall': [0.9868421052631579, 1.0, 0.9508844561535567], 'roc_auc': [0.8291021572315979, 0.565169807698728, 0.9992563582369651], 'pr_auc': [0.6402754050351334, 0.16302573842548182, 0.9994609576972548], 'specificity': [0.02738493185908974, 0.1715224221650957, 0.9979452054794521], 'fit_time': [0.13056063652038574, 1.1085340976715088, 2.539325714111328], 'score_time': [0.4041578769683838, 1.6286535263061523, 2.654068946838379]}",0.4595431851840968,0.37229431783196126,0.39895085316787915,0.427621000110923,0.4100443007884975,0.41914939023320474,0.9792421871389049,0.0207589856601021,0.797842774389097,0.1785882510157875,0.6009207003859567,0.342605276854743,1.259473482767741,0.9891492382296166,1.5622934500376384,0.919720138727957
"{'n_neighbors': 13.846985816955566, 'contamination': 0.0048881894908845425}","{'f1_score': [0.1049482163406214, 0.2981246218995765, 0.9854427445526194], 'precision': [0.05538013116346854, 0.17517417887103653, 0.9713032352403582], 'recall': [1.0, 1.0, 1.0], 'roc_auc': [0.8044168662850234, 0.5657225254750962, 0.9991549203190331], 'pr_auc': [0.5447094264671364, 0.1634334916194913, 0.9993628067497511], 'specificity': [0.0, 0.1715224221650957, 0.9462328767123288], 'fit_time': [0.21139264106750488, 1.1941542625427246, 2.5824296474456787], 'score_time': [0.6788051128387451, 1.7172722816467285, 2.2744693756103516]}",0.46283852759760574,0.3778585772486329,0.37258509962580816,0.4116299425807726,0.40061918175828776,0.4064872856893032,1.0,0.0,0.789764770693051,0.1772510896138861,0.5691685749454596,0.34170468968760126,1.329325517018636,0.9726793142076295,1.5568489233652751,0.6612300912104844
"{'n_neighbors': 19.19462776184082, 'contamination': 0.0024925891775637865}","{'f1_score': [0.10581886438291882, 0.2981246218995765, 0.9963424927318766], 'precision': [0.05589985126425384, 0.17517417887103653, 0.9930828192185456], 'recall': [0.9890350877192983, 1.0, 0.9996236356793377], 'roc_auc': [0.8347097977651766, 0.5649898962077625, 0.9992687963044117], 'pr_auc': [0.6537772909811499, 0.16294073610171786, 0.9994695044210958], 'specificity': [0.020699408588326047, 0.1715224221650957, 0.9873287671232877], 'fit_time': [0.16092371940612793, 1.528240442276001, 2.556220531463623], 'score_time': [0.5470807552337646, 2.176389217376709, 2.3836724758148193]}",0.46676199300479065,0.38261120854979874,0.39318353262556976,0.42461222710716157,0.40805228311794534,0.41653502248440794,0.996219574466212,0.005082522332326796,0.7996561634257836,0.1790178924532196,0.6053958438346546,0.34322069515835407,1.415128231048584,0.9811413366448168,1.7023808161417644,0.8212917712797326
"{'n_neighbors': 5.706933975219727, 'contamination': 0.0027970238588750362}","{'f1_score': [0.1050207277752188, 0.2981246218995765, 0.9858998144712431], 'precision': [0.05542051531356344, 0.17517417887103653, 0.9721917306988657], 'recall': [1.0, 1.0, 1.0], 'roc_auc': [0.8576467364090349, 0.5658756589026512, 0.9981035491671006], 'pr_auc': [0.5574050091656162, 0.16377408496508425, 0.9984259431087688], 'specificity': [0.0007714065312419646, 0.1715224221650957, 0.947945205479452], 'fit_time': [0.13346457481384277, 1.0620746612548828, 2.2727601528167725], 'score_time': [0.45900583267211914, 1.481902837753296, 1.8699417114257812]}",0.46301505471534615,0.3780464102639907,0.3734130113919299,0.41219284230180797,0.40092880829448857,0.40689165623406526,1.0,0.0,0.8072086481595956,0.1800245128499781,0.5732016790798231,0.34092822525272587,1.156099796295166,0.8758907607041074,1.2702834606170654,0.5951314051385272
"{'n_neighbors': 18.180156707763672, 'contamination': 0.0037199873477220535}","{'f1_score': [0.10534864833507368, 0.2981246218995765, 0.9884672619047619], 'precision': [0.055616807546245255, 0.17517417887103653, 0.9771974990805443], 'recall': [0.9956140350877193, 1.0, 1.0], 'roc_auc': [0.8291021572315979, 0.565169807698728, 0.9992563582369651], 'pr_auc': [0.6402754050351334, 0.16302573842548182, 0.9994609576972551], 'specificity': [0.008871175109282592, 0.1715224221650957, 0.9575342465753425], 'fit_time': [0.16243267059326172, 0.9222769737243652, 2.2585227489471436], 'score_time': [0.562720775604248, 1.6753127574920654, 2.6094048023223877]}",0.463980177379804,0.3791267777151887,0.3793092812832402,0.41422372369489124,0.4026628284992754,0.40917889896268184,0.9985380116959064,0.00206756368767997,0.797842774389097,0.1785882510157875,0.6009207003859568,0.3426052768547431,1.1144107977549236,0.8664429040222826,1.6158127784729004,0.8366138344275115
"{'n_neighbors': 18.294387817382812, 'contamination': 0.002545722061768174}","{'f1_score': [0.10558351867025635, 0.2981246218995765, 0.9964359407240668], 'precision': [0.05576851737356251, 0.17517417887103653, 0.9932685115931189], 'recall': [0.9890350877192983, 1.0, 0.9996236356793377], 'roc_auc': [0.8291021572315979, 0.565169807698728, 0.9992563582369651], 'pr_auc': [0.6402754050351334, 0.16302573842548182, 0.9994609576972551], 'specificity': [0.01825662123939316, 0.1715224221650957, 0.9876712328767123], 'fit_time': [0.17605018615722656, 0.8782224655151367, 2.1413002014160156], 'score_time': [0.44196534156799316, 2.2637031078338623, 2.1110498905181885]}",0.4667146937646332,0.382728335958535,0.39248342542706705,0.42548716865563746,0.4080704026125726,0.41665897171445276,0.996219574466212,0.005082522332326796,0.797842774389097,0.1785882510157875,0.6009207003859568,0.3426052768547431,1.0651909510294597,0.8131296807399203,1.605572779973348,0.8251514827486367
"{'n_neighbors': 22.91301155090332, 'contamination': 0.0012931945966556668}","{'f1_score': [0.10526315789473684, 0.2981246218995765, 0.6710838854856858], 'precision': [0.05556233972402003, 0.17517417887103653, 0.9996275605214152], 'recall': [0.9978070175438597, 1.0, 0.5050809183289424], 'roc_auc': [0.8246595210061667, 0.5644505095019234, 0.999275949804342], 'pr_auc': [0.5899447890458926, 0.1627539911531135, 0.999477429972701], 'specificity': [0.00565698122910774, 0.1715224221650957, 0.9996575342465753], 'fit_time': [0.13434219360351562, 0.9914281368255615, 2.4365975856781006], 'score_time': [0.6553363800048828, 2.2060887813568115, 2.1805684566497803]}",0.3581572217599997,0.23486337691998577,0.39227897921359295,0.4347868197631936,0.41012135970549063,0.4196942685784117,0.8342959786242673,0.23279192316595243,0.7961286601041441,0.17865944960810398,0.5840587367239024,0.3416162686177498,1.1874559720357258,0.9500579479579172,1.6806645393371582,0.7250913494096551
"{'n_neighbors': 20.512592315673828, 'contamination': 0.00022613286273553967}","{'f1_score': [0.4737281067556297, 0.2981246218995765, 0.5524380277853446], 'precision': [0.3822341857335128, 0.17517417887103653, 1.0], 'recall': [0.6228070175438597, 1.0, 0.3816334211516748], 'roc_auc': [0.8355567660472859, 0.5647822792745671, 0.999263189507169], 'pr_auc': [0.6585615891872323, 0.1628708403228945, 0.999467856413072], 'specificity': [0.9409874003599897, 0.1715224221650957, 1.0], 'fit_time': [0.16370296478271484, 1.055920124053955, 1.4294188022613525], 'score_time': [0.37261343002319336, 1.4728009700775146, 1.9983112812042236]}",0.4414302521468502,0.10630519166548184,0.7041699408416952,0.37740840486429883,0.5191361215348498,0.3503721962141424,0.6681468128985114,0.2544747259765323,0.7998674116096741,0.17916233394004755,0.6069667619743996,0.34348232509508525,0.8830139636993408,0.530993754217815,1.2812418937683105,0.6773696851896959
"{'n_neighbors': 6.107016563415527, 'contamination': 0.004726204089820385}","{'f1_score': [0.1049482163406214, 0.2980164489598452, 0.973616709417369], 'precision': [0.05538013116346854, 0.17509948834565095, 0.9485897893609425], 'recall': [1.0, 1.0, 1.0], 'roc_auc': [0.8544051936861954, 0.5656638687647685, 0.998442148163806], 'pr_auc': [0.5630558279333959, 0.16384985504980445, 0.9987357841368435], 'specificity': [0.0, 0.17109397315052843, 0.9013698630136986], 'fit_time': [0.24151945114135742, 0.9028916358947754, 1.6205286979675293], 'score_time': [0.545142650604248, 0.895880937576294, 1.3982036113739014]}",0.45886045823927857,0.3724238930814086,0.3574879453880757,0.3908741844909536,0.39302313629002067,0.39587364198217606,1.0,0.0,0.8061704035382565,0.17994296506645213,0.575213822373348,0.34094915678488247,0.9216465950012207,0.5631343457685948,0.9464090665181478,0.3500886264534401
"{'n_neighbors': 19.209930419921875, 'contamination': 0.0039489478804171085}","{'f1_score': [0.10528746247979681, 0.2981246218995765, 0.9874570287094676], 'precision': [0.055569095783573, 0.17517417887103653, 0.9752248118920903], 'recall': [1.0, 1.0, 1.0], 'roc_auc': [0.8347097977651766, 0.5649898962077625, 0.9992687963044117], 'pr_auc': [0.6537772909811499, 0.16294073610171786, 0.9994695044210957], 'specificity': [0.0035998971457958345, 0.1715224221650957, 0.9537671232876712], 'fit_time': [0.12609529495239258, 0.8591029644012451, 1.8185107707977295], 'score_time': [0.3611154556274414, 1.515547513961792, 1.485276222229004]}",0.46362303769628027,0.3786802346033527,0.37629648086618755,0.41404810569644773,0.4019893621822333,0.4082691143336189,1.0,0.0,0.7996561634257836,0.1790178924532196,0.6053958438346545,0.343220695158354,0.9345696767171224,0.6929833832644787,1.1206463972727458,0.5372116443657595
"{'n_neighbors': 7.920127868652344, 'contamination': 0.0024716120678931475}","{'f1_score': [0.1049482163406214, 0.2981246218995765, 0.9948506694129763], 'precision': [0.05538013116346854, 0.17517417887103653, 0.98993851313583], 'recall': [1.0, 1.0, 0.9998118178396688], 'roc_auc': [0.8467962945419605, 0.565762750531388, 0.9986216301215193], 'pr_auc': [0.5633235102150336, 0.16389632917873434, 0.9988880423462622], 'specificity': [0.0, 0.1715224221650957, 0.9815068493150685], 'fit_time': [0.14313197135925293, 0.6785740852355957, 1.8851966857910156], 'score_time': [0.3695409297943115, 1.0235130786895752, 1.9224576950073242]}",0.46597450255105805,0.38219696564475414,0.38434309049338805,0.42802523404107373,0.40683094105677836,0.4152095727288294,0.9999372726132228,8.870992111236433e-05,0.8037268917316226,0.17931895698974548,0.5753692939133433,0.34099033802860224,0.9023009141286215,0.7285774439696174,1.1051705678304036,0.6365996015652226
"{'n_neighbors': 21.958593368530273, 'contamination': 0.004892386961728334}","{'f1_score': [0.10496029462538842, 0.2981246218995765, 0.9861742599981442], 'precision': [0.055386857767520954, 0.17517417887103653, 0.9727256086399414], 'recall': [1.0, 1.0, 1.0], 'roc_auc': [0.8355643786117389, 0.564912228231637, 0.9992723408314043], 'pr_auc': [0.6530400359630864, 0.1628747861235339, 0.9994742877235628], 'specificity': [0.00012856775520699409, 0.1715224221650957, 0.9489726027397261], 'fit_time': [0.15124940872192383, 0.8482210636138916, 1.5704169273376465], 'score_time': [0.6332681179046631, 1.3426284790039062, 1.4032292366027832]}",0.4630863921743697,0.3781920168654537,0.3735411975533429,0.4128639322976769,0.4010955484261663,0.4071510324840913,1.0,0.0,0.7999163158915934,0.17910939885294536,0.605129703270061,0.34321638607290833,0.8566291332244873,0.579403217802254,1.1263752778371174,0.3495560196762724
"{'n_neighbors': 21.337507247924805, 'contamination': 0.0023017635103315115}","{'f1_score': [0.10537261698440208, 0.2981246218995765, 0.9968075117370891], 'precision': [0.05561653860226857, 0.17517417887103653, 0.9947526236881559], 'recall': [1.0, 1.0, 0.9988709070380128], 'roc_auc': [0.8355643786117389, 0.564912228231637, 0.9992723408314043], 'pr_auc': [0.6530400359630864, 0.1628747861235339, 0.9994742877235628], 'specificity': [0.004499871432244793, 0.1715224221650957, 0.9904109589041096], 'fit_time': [0.1479501724243164, 0.7606608867645264, 1.3493385314941406], 'score_time': [0.490093469619751, 1.2108018398284912, 1.227482795715332]}",0.46676825020702256,0.38296609764852435,0.38881108416715,0.43082551771838445,0.4085144470538203,0.4173966196511594,0.9996236356793377,0.0005322595266740813,0.7999163158915934,0.17910939885294536,0.605129703270061,0.34321638607290833,0.7526498635609945,0.49049745476519163,0.9761260350545248,0.34374438620352327
